date,series,female.line,n.female,female.age,male.line,n.male,male.age,mate.time1,mate.time2,mate.time3,mate.time4,mate.time5,n.mate.30m,n.mate.1hr,ratio.30m,ratio.1hr
9=02,25,406,5,10,OS,10,6,13.2,21.3,35.4,NA,NA,2,3,0.4,0.6
9=09,16,406,5,15,OS,10,8,8.4,11.5,14.3,21.1,29.7,5,5,1,1
,,,,,,,,,,,,,15,21,3,4.2
,,,,,,,,,,,,, ,,2.1,3.72
30-Sep,15,OS,5,5,406,9,8,42.3,NA,NA,NA,NA,0,1,0,0.2
9=01,9,OS,5,6,406,8,9,NA,NA,NA,NA,NA,0,0,0,0
9=02,3,OS,5,7,406,10,10,35,NA,NA,NA,NA,0,1,0,0.2
9=02,27,OS,5,7,406,10,8,60.1,NA,NA,NA,NA,0,0,0,0.2
9=09,18,OS,5,8,406,10,7,NA,NA,NA,NA,NA,0,0,0,0
,,,,,,,,,,,,,0,3,0,0.6
,,,,,,,,,,,,, ,,0,0.12
9623,8,409,5,17,409,10,13,21.1,NA,NA,NA,NA,1,1,0.2,0.2
9625,26,409,5,4,409,10,6,18.1,25,40.2,NA,NA,2,3,0.4,0.6
9630,17,409,5,7,409,9,5,22.2,51.2,NA,NA,NA,1,2,0.2,0.4
9702,8,409,4,9,409,10,5,27.2,45.3,184.9,194.9,NA,1,2,0.25,0.5
9706,11,409,5,10,409,10,8,NA,NA,NA,NA,NA,0,0,0,0
,,,,,,,,,,,,,5,8,1.05,1.7
,,,,,,,,,,,,, ,,0.3,0.81
9623,7,409,5,17,OS,10,18,12.2,16.4,21.2,57.2,NA,3,4,0.6,0.8
9625,25,409,5,4,OS,10,13,14,14.2,22.8,35.6,NA,3,4,0.6,0.8
9630,16,409,5,7,OS,10,5,5.2,13.4,19.4,37.1,66.6,3,4,0.6,0.8
9702,7,409,5,9,OS,10,4,11.6,11.6,17.6,17.6,17.6,5,5,1,1
9706,10,409,5,10,OS,10,5,7.1,12.4,20.3,27.6,43.5,4,5,0.8,1
,,,,,,,,,,,,,18,22,3.6,4.4
,,,,,,,,,,,,, ,,2.7,3.92
9623,9,OS,5,23,409,10,13,47.1,51.4,NA,NA,NA,0,2,0,0.4
9625,27,OS,5,20,409,10,6,31.7,31.9,40.1,58.2,NA,0,4,0,0.8
9630,18,OS,5,21,409,10,4,55.8,NA,NA,NA,NA,0,1,0,0.2
9702,9,OS,5,18,409,10,5,NA,NA,NA,NA,NA,0,0,0,0
9706,12,OS,5,6,409,10,8,31.5,46,52,NA,NA,0,3,0,0.6
,,,,,,,,,,,,,0,10,0,2
,,,,,,,,,,,,, ,,0,1.2
9508,5,426,5,12,426,10,10,18.3,60.7,NA,NA,NA,1,1,0.2,0.2
9513,20,426,5,13,426,10,7,27.9,NA,NA,NA,NA,1,1,0.2,0.2
9823,2,426,5,13,426,10,11,24.6,42.5,NA,NA,NA,1,2,0.2,0.4
9826,23,426,5,13,426,10,6,NA,NA,NA,NA,NA,0,0,0,0
9829,17,426,5,14,426,10,4,NA,NA,NA,NA,NA,0,0,0,0
,,,,,,,,,,,,,3,4,0.6,0.8
,,,,,,,,,,,,, ,,0.1,0.24
9508,4,426,5,12,OS,9,9,12.1,17,45.3,NA,NA,2,3,0.4,0.6
9513,19,426,5,13,OS,10,7,8.4,52,NA,NA,NA,1,2,0.2,0.4
9823,1,426,5,13,OS,10,10,24.7,45.3,58.1,NA,NA,1,3,0.2,0.6
9826,22,426,5,13,OS,10,13,7.5,21,NA,NA,NA,2,2,0.4,0.4
9829,16,426,5,14,OS,10,15,3.5,34.9,53.3,NA,NA,1,3,0.2,0.6
,,,,,,,,,,,,,7,13,1.4,2.6
,,,,,,,,,,,,, ,,0.4,1.4
9508,6,OS,5,14,426,10,10,33.3,40.8,52.5,NA,NA,0,3,0,0.6
9513,21,OS,5,9,426,10,7,19.6,35.4,57.1,NA,NA,1,3,0.2,0.6
9823,3,OS,5,10,426,10,11,31,52.3,55.3,NA,NA,0,3,0,0.6
9826,24,OS,5,12,426,10,6,58.6,NA,NA,NA,NA,0,1,0,0.2
9829,18,OS,5,15,426,10,4,NA,NA,NA,NA,NA,0,0,0,0
,,,,,,,,,,,,,1,10,0.2,2
,,,,,,,,,,,,, ,,0,1.12
30-Sep,17,439,5,9,439,10,9,46.8,46.9,NA,NA,NA,0,2,0,0.4
9=01,11,439,5,10,439,10,10,38.2,49.7,NA,NA,NA,0,2,0,0.4
9=02,5,439,5,10,439,10,8,52.8,NA,NA,NA,NA,0,1,0,0.2
9=02,29,439,5,10,439,10,7,56.8,NA,NA,NA,NA,0,1,0,0.2
9=11,29,439,5,10,439,9,9,42,NA,NA,NA,NA,0,1,0,0.2
,,,,,,,,,,,,,0,7,0,1.4
,,,,,,,,,,,,, ,,0,0.44
30-Sep,16,439,5,9,OS,10,4,NA,NA,NA,NA,NA,0,0,0,0
9=01,10,439,5,10,OS,10,5,22.5,50.3,NA,NA,NA,1,2,0.2,0.4
9=02,4,439,5,10,OS,10,6,22.7,27.1,41.2,60.1,NA,2,3,0.4,0.8
9=02,28,439,5,10,OS,10,6,30.2,NA,NA,NA,NA,0,1,0,0.2
9=11,28,439,5,10,OS,10,14,12.8,21.5,26.9,36.5,46,3,5,0.6,1
,,,,,,,,,,,,,6,12,1.2,2.4
,,,,,,,,,,,,, ,,0.6,1.84
30-Sep,18,OS,5,5,439,9,9,12.1,12.3,12.8,20.8,41.9,4,5,0.8,1
9=01,12,OS,5,6,439,10,10,21.6,21.6,22.3,43,NA,3,4,0.6,0.8
9=02,6,OS,5,7,439,10,8,31.1,42.8,45.2,NA,NA,0,3,0,0.6
9=02,30,OS,5,7,439,10,7,33.8,48.3,52.2,NA,NA,0,3,0,0.6
9=11,30,OS,5,14,439,10,9,39.4,44.7,60.9,NA,NA,0,2,0,0.4
,,,,,,,,,,,,,7,17,1.4,3.4
,,,,,,,,,,,,, ,,1,2.52
9421,5,440,5,10,440,10,12,20.1,35.8,46.7,59.5,NA,1,4,0.2,0.8
9421,14,440,5,10,440,10,12,12.4,26.7,27,27.1,38.8,4,5,0.8,1
9421,23,440,5,10,440,10,12,12.7,17.3,27.7,28,28.2,5,5,1,1
9422,5,440,5,10,440,10,10,11.6,20.1,30.7,49.7,56.6,2,5,0.4,1
9427,5,440,5,6,440,10,9,8.9,25.4,45.5,52.1,57.4,2,5,0.4,1
9427,17,440,5,6,440,10,9,15.8,28.1,37.3,41.9,NA,2,4,0.4,0.8
9501,2,440,5,9,440,10,9,13.3,13.5,14.8,22.2,NA,4,4,0.8,0.8
9501,11,440,5,9,440,10,9,8.9,15,15.6,23.9,44.4,4,5,0.8,1
9501,20,440,5,9,440,10,9,14.1,17.1,32.6,45.3,49.2,2,5,0.4,1
9501,26,440,5,9,440,10,9,14,41.8,52.3,NA,NA,1,3,0.2,0.6
,,,,,,,,,,,,,27,45,5.4,9
,,,,,,,,,,,,, ,,3.6,8.3
9421,4,440,5,10,OS,10,12,6.2,6.6,9.1,9.3,14.2,5,5,1,1
9421,13,440,5,10,OS,10,12,5.7,8.2,11.3,16.6,22.5,5,5,1,1
9421,22,440,5,10,OS,10,12,5.4,5.6,5.7,8.9,15.7,5,5,1,1
9422,4,440,5,10,OS,10,12,5.9,5.9,9.6,18.4,39.7,4,5,0.8,1
9427,4,440,5,6,OS,10,12,5,8.9,12.1,19.7,30.6,4,5,0.8,1
9427,16,440,5,6,OS,10,12,4.6,4.7,8.5,15.3,42.4,4,5,0.8,1
9501,1,440,5,9,OS,10,15,7.3,11.3,21.8,22.2,22.5,5,5,1,1
9501,10,440,5,9,OS,10,15,6.1,6.8,10.1,14.1,25.1,5,5,1,1
9501,19,440,5,9,OS,10,15,5.9,6.9,7.2,7.2,14.2,5,5,1,1
9501,25,440,5,9,OS,10,15,4.2,5.2,5.3,9.2,22.2,5,5,1,1
,,,,,,,,,,,,,47,50,9.4,10
,,,,,,,,,,,,, ,,8.9,10
9421,6,OS,5,14,440,11,12,27.3,40.6,40.8,40.9,58.3,1,5,0.2,1
9421,15,OS,5,14,440,10,12,32.6,32.9,44.1,NA,NA,0,3,0,0.6
9421,24,OS,5,14,440,10,12,40.2,NA,NA,NA,NA,0,1,0,0.2
9422,6,OS,5,12,440,10,10,15.5,25.1,32.6,32.9,33.8,2,5,0.4,1
9427,6,OS,5,10,440,10,9,35.9,41.9,56.9,NA,NA,0,3,0,0.6
9427,18,OS,5,10,440,10,9,29.4,50.1,57.8,NA,NA,1,3,0.2,0.6
9501,3,OS,5,10,440,10,9,30.7,30.9,46.5,NA,NA,0,3,0,0.6
9501,12,OS,5,10,440,10,9,23.7,37.8,49.2,58.8,NA,1,4,0.2,0.8
9501,21,OS,5,10,440,10,9,31.7,50.7,NA,NA,NA,0,2,0,0.4
9501,27,OS,5,10,440,10,9,38.36034483,47.84367816,55.96034483,NA,NA,0,3,0,0.6
,,,,,,,,,,,,,5,32,1,6.4
,,,,,,,,,,,,, ,,0.3,4.6
9504,11,441,5,11,441,10,10,20.8,21.7,33.4,47.7,NA,2,4,0.4,0.8
9508,8,441,5,14,441,10,13,16.4,28.3,47,NA,NA,2,3,0.4,0.6
9513,23,441,5,18,441,10,15,NA,NA,NA,NA,NA,0,0,0,0
9518,20,441,5,19,441,10,20,10,26.8,NA,NA,NA,2,2,0.4,0.4
9823,5,441,5,7,441,10,11,26.6,40.8,47.1,NA,NA,1,3,0.2,0.6
,,,,,,,,,,,,,7,12,1.4,2.4
,,,,,,,,,,,,, ,,0.5,1.52
9504,10,441,5,11,OS,9,16,5.5,5.6,10.5,13.8,43.1,4,5,0.8,1
9508,7,441,5,14,OS,10,9,13,19.1,19.4,22.6,46,4,5,0.8,1
9513,22,441,5,18,OS,10,7,6.9,10.8,14.8,18.7,52,4,5,0.8,1
9518,19,441,5,19,OS,10,5,7.8,12.4,18.1,32.8,49,3,5,0.6,1
9823,4,441,5,7,OS,10,10,7.5,14.9,15,26.8,29.2,5,5,1,1
,,,,,,,,,,,,,20,25,4,5
,,,,,,,,,,,,, ,,3.3,5
9504,12,OS,5,11,441,10,10,30.9,NA,NA,NA,NA,0,1,0,0.2
9508,9,OS,5,14,441,10,13,38,NA,NA,NA,NA,0,1,0,0.2
9513,24,OS,5,9,441,10,15,NA,NA,NA,NA,NA,0,0,0,0
9518,21,OS,5,11,441,10,20,30.5,43.5,51.1,NA,NA,0,3,0,0.6
9823,6,OS,4,10,441,10,11,48.8,NA,NA,NA,NA,0,1,0,0.25
,,,,,,,,,,,,,0,6,0,1.25
,,,,,,,,,,,,, ,,0,0.5025
9504,14,443,5,11,443,9,10,41.8,51.7,NA,NA,NA,0,2,0,0.4
9508,11,443,5,13,443,10,11,16.5,26.6,44.9,NA,NA,2,3,0.4,0.6
9513,26,443,5,15,443,10,13,37.5,49.1,NA,NA,NA,0,2,0,0.4
9518,23,443,5,18,443,10,16,18.7,25.4,29.8,NA,NA,3,3,0.6,0.6
9819,23,443,5,9,443,10,13,NA,NA,NA,NA,NA,0,0,0,0
,,,,,,,,,,,,,5,10,1,2
,,,,,,,,,,,,, ,,0.5,1.04
9504,13,443,5,11,OS,10,16,6.8,10.9,11.1,11.3,12.4,5,5,1,1
9508,10,443,5,13,OS,10,9,8.4,14.1,14.2,19.8,45.7,4,5,0.8,1
9513,25,443,5,15,OS,10,7,8.5,13.1,17,26.5,NA,4,4,0.8,0.8
9518,22,443,5,18,OS,10,5,7.9,11.3,12,22,NA,4,4,0.8,0.8
9819,22,443,5,9,OS,10,7,11.5,20.6,26.6,44.2,54.1,3,5,0.6,1
,,,,,,,,,,,,,20,23,4,4.6
,,,,,,,,,,,,, ,,3.3,4.28
9504,15,OS,5,11,443,9,10,25.5,38.2,45.6,50.6,NA,1,4,0.2,0.8
9508,12,OS,5,14,443,10,11,28.7,34.5,59.1,NA,NA,1,3,0.2,0.6
9513,27,OS,5,9,443,10,13,25.1,43,NA,NA,NA,1,2,0.2,0.4
9518,24,OS,5,11,443,10,16,29.6,43.2,NA,NA,NA,1,2,0.2,0.4
9819,24,OS,5,6,443,10,13,35.4,NA,NA,NA,NA,0,1,0,0.2
,,,,,,,,,,,,,4,12,0.8,2.4
,,,,,,,,,,,,, ,,0.2,1.36
9504,17,461,5,10,461,10,10,33.4,NA,NA,NA,NA,0,1,0,0.2
9508,14,461,5,13,461,10,9,54.5,NA,NA,NA,NA,0,1,0,0.2
9513,29,461,5,18,461,10,15,21.3,NA,NA,NA,NA,1,1,0.2,0.2
9518,26,461,5,20,461,10,20,8.4,17.3,24.4,NA,NA,3,3,0.6,0.6
9819,26,461,5,9,461,10,11,46.6,NA,NA,NA,NA,0,1,0,0.2
,,,,,,,,,,,,,4,7,0.8,1.4
,,,,,,,,,,,,, ,,0.4,0.52
9504,16,461,5,10,OS,10,16,6.5,7.6,21.4,22.7,NA,4,4,0.8,0.8
9508,13,461,5,13,OS,10,9,7.3,36.7,NA,NA,NA,1,2,0.2,0.4
9513,28,461,5,18,OS,10,7,25.8,27.1,46.3,NA,NA,2,3,0.4,0.6
9518,25,461,5,20,OS,10,5,6.3,13.2,18.5,38.2,NA,3,4,0.6,0.8
9819,25,461,5,9,OS,10,7,13.7,14.6,33.8,NA,NA,2,3,0.4,0.6
,,,,,,,,,,,,,12,16,2.4,3.2
,,,,,,,,,,,,, ,,1.4,2.16
9504,18,OS,5,11,461,10,10,30.7,34.4,44.2,NA,NA,0,3,0,0.6
9508,15,OS,5,14,461,10,9,47,54.5,NA,NA,NA,0,2,0,0.4
9513,30,OS,5,9,461,10,15,54.1,NA,NA,NA,NA,0,1,0,0.2
9518,27,OS,5,11,461,10,20,33.5,54.7,58.7,NA,NA,0,3,0,0.6
9819,27,OS,5,6,461,10,11,NA,NA,NA,NA,NA,0,0,0,0
,,,,,,,,,,,,,0,9,0,1.8
,,,,,,,,,,,,, ,,0,0.92
9508,17,476,5,12,476,10,12,12.4,31.7,32,NA,NA,1,3,0.2,0.6
9518,29,476,5,19,476,10,18,29.2,NA,NA,NA,NA,1,1,0.2,0.2
9819,29,476,5,9,476,9,8,NA,NA,NA,NA,NA,0,0,0,0
9823,8,476,5,12,476,10,8,33.4,NA,NA,NA,NA,0,1,0,0.2
9826,26,476,5,14,476,10,10,28,NA,NA,NA,NA,1,1,0.2,0.2
,,,,,,,,,,,,,3,6,0.6,1.2
,,,,,,,,,,,,, ,,0.1,0.48
9508,16,476,5,12,OS,10,9,4.5,5.1,9.6,24.8,36.1,4,5,0.8,1
9518,28,476,5,19,OS,10,5,2.1,4.5,14.4,32.2,NA,3,4,0.6,0.8
9819,28,476,5,9,OS,10,7,13.3,21.4,35.2,39.4,NA,2,4,0.4,0.8
9823,7,476,5,12,OS,10,10,11.1,15.6,21.6,27.8,NA,4,4,0.8,0.8
9826,25,476,5,14,OS,10,13,12.1,16.6,19.8,28.7,33.1,4,5,0.8,1
,,,,,,,,,,,,,17,22,3.4,4.4
,,,,,,,,,,,,, ,,2.4,3.92
9508,18,OS,5,14,476,10,12,28.6,55.5,NA,NA,NA,1,2,0.2,0.4
9518,30,OS,5,11,476,10,18,54.1,NA,NA,NA,NA,0,1,0,0.2
9819,30,OS,5,6,476,11,8,19.7,53.1,56.6,NA,NA,1,3,0.2,0.6
9823,9,OS,5,10,476,10,8,40.4,56.3,NA,NA,NA,0,2,0,0.4
9826,27,OS,5,12,476,10,10,NA,NA,NA,NA,NA,0,0,0,0
,,,,,,,,,,,,,2,8,0.4,1.6
,,,,,,,,,,,,, ,,0.1,0.72
9504,20,491,5,10,491,10,8,9.3,11.7,15.3,16.1,23.7,5,5,1,1
9508,20,491,5,14,491,10,11,17.8,43.7,NA,NA,NA,1,2,0.2,0.4
9514,2,491,5,19,491,10,16,26.2,NA,NA,NA,NA,1,1,0.2,0.2
9519,2,491,5,20,491,10,21,25.5,NA,NA,NA,NA,1,1,0.2,0.2
9820,2,491,5,9,491,10,13,27.4,NA,NA,NA,NA,1,1,0.2,0.2
,,,,,,,,,,,,,9,10,1.8,2
,,,,,,,,,,,,, ,,1.2,1.28
9504,19,491,5,10,OS,9,16,5.1,5.8,8.6,11.6,NA,4,4,0.8,0.8
9508,19,491,5,14,OS,10,9,4.1,4.8,12.3,NA,NA,3,3,0.6,0.6
9514,1,491,5,19,OS,10,6,NA,NA,NA,NA,NA,0,0,0,0
9519,1,491,5,20,OS,10,5,14.5,NA,NA,NA,NA,1,1,0.2,0.2
9820,1,491,5,9,OS,10,8,5.4,5.8,9.5,15.5,20.5,5,5,1,1
,,,,,,,,,,,,,13,13,2.6,2.6
,,,,,,,,,,,,, ,,2,2.04
9504,21,OS,5,11,491,10,8,19.4,28.1,37.7,55.3,NA,2,4,0.4,0.8
9508,21,OS,5,14,491,10,11,21,28.5,50.1,NA,NA,2,3,0.4,0.6
9514,3,OS,5,9,491,10,16,23.5,37.7,42.7,54.3,NA,1,4,0.2,0.8
9519,3,OS,5,11,491,10,21,36.9,55.5,NA,NA,NA,0,2,0,0.4
9820,3,OS,5,7,491,10,13,NA,NA,NA,NA,NA,0,0,0,0
,,,,,,,,,,,,,5,13,1,2.6
,,,,,,,,,,,,, ,,0.4,1.8
9508,23,492,5,14,492,10,12,5.2,8.6,15.1,20.4,34.6,4,5,0.8,1
9514,5,492,5,18,492,10,16,7.1,7.2,9.8,15.6,21.5,5,5,1,1
9519,5,492,5,19,492,10,7,8.1,17.1,27.3,36.6,NA,3,4,0.6,0.8
9820,5,492,5,9,492,10,9,10.7,10.9,16.4,28.3,28.4,5,5,1,1
9823,11,492,5,10,492,10,10,8,10.1,16.1,22.3,30.6,4,5,0.8,1
,,,,,,,,,,,,,21,24,4.2,4.8
,,,,,,,,,,,,, ,,3.6,4.64
9508,22,492,5,14,OS,10,12,3.8,4.6,5,13,NA,4,4,0.8,0.8
9514,4,492,5,18,OS,10,6,5,5.2,5.5,6.6,14.1,5,5,1,1
9519,4,492,5,19,OS,10,5,3.9,5.7,9.1,9.2,9.4,5,5,1,1
9820,4,492,5,9,OS,10,8,9.2,17.4,18.1,25.2,26.2,5,5,1,1
9823,10,492,5,10,OS,10,10,7.1,10.8,19.2,19.2,19.9,5,5,1,1
,,,,,,,,,,,,,24,24,4.8,4.8
,,,,,,,,,,,,, ,,4.6,4.64
9508,24,OS,5,14,492,10,9,21.3,24.8,31.8,32,39.7,2,5,0.4,1
9514,6,OS,5,9,492,10,16,21.4,25.7,28.5,37.2,NA,3,4,0.6,0.8
9519,6,OS,5,11,492,10,7,34.9,49.6,NA,NA,NA,0,2,0,0.4
9820,6,OS,5,7,492,10,9,22.2,32.1,44.9,52.9,NA,1,4,0.2,0.8
9823,12,OS,5,10,492,10,10,22.2,27.3,34.2,48.3,59.9,2,5,0.4,1
,,,,,,,,,,,,,8,20,1.6,4
,,,,,,,,,,,,, ,,0.7,3.44
9508,26,502,5,14,502,10,14,NA,NA,NA,NA,NA,0,0,0,0
9514,8,502,5,19,502,10,15,61.9,NA,NA,NA,NA,0,0,0,0
9519,8,502,5,20,502,10,17,NA,NA,NA,NA,NA,0,0,0,0
9820,8,502,5,9,502,10,8,35.3,59.8,NA,NA,NA,0,2,0,0.4
9823,14,502,5,9,502,10,8,NA,NA,NA,NA,NA,0,0,0,0
,,,,,,,,,,,,,0,2,0,0.4
,,,,,,,,,,,,, ,,0,0.16
9508,25,502,4,14,OS,11,9,5.6,14.6,47.7,NA,NA,2,3,0.5,0.75
9514,7,502,5,19,OS,10,6,25.7,61.2,NA,NA,NA,1,1,0.2,0.2
9519,7,502,5,20,OS,10,5,7.9,9.3,23.6,NA,NA,3,3,0.6,0.6
9820,7,502,5,9,OS,10,8,11.4,11.8,12,23.3,NA,4,4,0.8,0.8
9823,13,502,5,9,OS,10,10,19,28.4,38.4,38.6,47.9,2,5,0.4,1
,,,,,,,,,,,,,12,16,0.5,3.35
,,,,,,,,,,,,, ,,1.5,2.6025
9508,27,OS,5,14,502,10,14,38.4,56.2,NA,NA,NA,0,2,0,0.4
9514,9,OS,5,9,502,10,15,47.7,NA,NA,NA,NA,0,1,0,0.2
9519,9,OS,5,11,502,10,17,NA,NA,NA,NA,NA,0,0,0,0
9820,9,OS,5,7,502,10,8,NA,NA,NA,NA,NA,0,0,0,0
9823,15,OS,5,10,502,10,8,54,NA,NA,NA,NA,0,1,0,0.2
,,,,,,,,,,,,,0,4,0,0.8
,,,,,,,,,,,,, ,,0,0.24
9504,23,508,5,10,508,10,8,NA,NA,NA,NA,NA,0,0,0,0
9508,29,508,5,12,508,10,10,NA,NA,NA,NA,NA,0,0,0,0
9514,11,508,5,17,508,10,15,NA,NA,NA,NA,NA,0,0,0,0
9519,11,508,5,19,508,10,20,NA,NA,NA,NA,NA,0,0,0,0
9820,11,508,5,8,508,10,7,NA,NA,NA,NA,NA,0,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,,,,,,,,, ,,0,0
9504,22,508,5,10,OS,10,16,NA,NA,NA,NA,NA,0,0,0,0
9508,28,508,5,12,OS,10,9,5.3,NA,NA,NA,NA,1,1,0.2,0.2
9514,10,508,5,17,OS,10,6,26.7,56.8,NA,NA,NA,1,2,0.2,0.4
9519,10,508,5,19,OS,10,5,7.6,NA,NA,NA,NA,1,1,0.2,0.2
9820,10,508,5,8,OS,10,8,21.1,57.1,NA,NA,NA,1,2,0.2,0.4
,,,,,,,,,,,,,4,6,0.8,1.2
,,,,,,,,,,,,, ,,0.2,0.4
9504,24,OS,5,11,508,10,8,37.1,48.6,NA,NA,NA,0,2,0,0.4
9508,30,OS,5,14,508,10,10,50.4,NA,NA,NA,NA,0,1,0,0.2
9514,12,OS,5,9,508,10,15,31.1,39.1,48,48.1,NA,0,4,0,0.8
9519,12,OS,5,11,508,10,20,19.9,30.1,50.7,NA,NA,1,3,0.2,0.6
9820,12,OS,5,7,508,10,7,60,NA,NA,NA,NA,0,1,0,0.2
,,,,,,,,,,,,,1,11,0.2,2.2
,,,,,,,,,,,,, ,,0,1.24
9504,26,509,5,10,509,10,10,10.1,18,NA,NA,NA,2,2,0.4,0.4
9509,2,509,5,13,509,10,11,10.4,16.4,27.6,NA,NA,3,3,0.6,0.6
9514,14,509,5,15,509,10,14,7.3,7.4,10.5,23.3,NA,4,4,0.8,0.8
9519,14,509,5,20,509,10,18,NA,NA,NA,NA,NA,0,0,0,0
9820,14,509,5,7,509,10,11,12.2,43.1,NA,NA,NA,1,2,0.2,0.4
,,,,,,,,,,,,,10,11,2,2.2
,,,,,,,,,,,,, ,,1.2,1.32
9504,25,509,5,10,OS,9,16,3.6,3.6,15.8,26.4,NA,4,4,0.8,0.8
9509,1,509,5,13,OS,10,7,9.5,10.2,16.8,56.7,NA,3,4,0.6,0.8
9514,13,509,5,15,OS,10,6,6.3,14.6,37.5,NA,NA,2,3,0.4,0.6
9519,13,509,5,20,OS,10,5,NA,NA,NA,NA,NA,0,0,0,0
9820,13,509,5,7,OS,10,8,8.1,20.8,41.9,NA,NA,2,3,0.4,0.6
,,,,,,,,,,,,,11,14,2.2,2.8
,,,,,,,,,,,,, ,,1.3,2
9504,27,OS,5,11,509,10,10,8.4,15.4,20.3,24.4,31.2,4,5,0.8,1
9509,3,OS,5,11,509,10,11,11.6,16.4,17.7,21.5,29.3,5,5,1,1
9514,15,OS,5,9,509,10,14,11.3,15.5,19.5,20.4,49.1,4,5,0.8,1
9519,15,OS,5,11,509,10,18,11.5,20.9,25.2,32.5,43.3,3,5,0.6,1
9820,15,OS,5,7,509,10,11,11.1,31.9,39.6,53.4,59.1,2,5,0.4,1
,,,,,,,,,,,,,18,25,3.6,5
,,,,,,,,,,,,, ,,2.8,5
9=11,26,513,5,6,513,10,6,20,NA,NA,NA,NA,1,1,0.2,0.2
9=14,29,513,5,6,513,10,6,24.9,46.9,NA,NA,NA,1,2,0.2,0.4
9=16,18,513,5,6,513,10,7,40.1,40.5,NA,NA,NA,0,2,0,0.4
9=18,11,513,5,6,513,10,6,20.9,51.7,NA,NA,NA,1,2,0.2,0.4
9=21,6,513,5,8,513,10,7,27,51,NA,NA,NA,1,2,0.2,0.4
,,,,,,,,,,,,,4,9,0.8,1.8
,,,,,,,,,,,,, ,,0.2,0.68
9=11,25,513,5,6,OS,10,14,8.5,7.7,11.6,12.2,22,5,5,1,1
9=14,30,513,5,6,OS,10,13,6.4,7.7,9,9,13.2,5,5,1,1
9=16,17,513,5,6,OS,10,7,3.6,9.3,13.7,17,19.4,5,5,1,1
9=18,10,513,5,6,OS,10,15,10.6,13,14,14.2,26.3,5,5,1,1
9=21,5,513,5,8,OS,10,17,16,33,33.1,33.1,NA,1,4,0.2,0.8
,,,,,,,,,,,,,21,24,4.2,4.8
,,,,,,,,,,,,, ,,4,4.64
9=11,27,OS,5,14,513,10,6,NA,NA,NA,NA,NA,0,0,0,0
9=14,28,OS,5,12,513,10,6,29.3,46.5,NA,NA,NA,1,2,0.2,0.4
9=16,19,OS,5,14,513,10,7,49.5,51.1,NA,NA,NA,0,2,0,0.4
9=18,12,OS,5,15,513,10,6,32.7,NA,NA,NA,NA,0,1,0,0.2
9=21,7,OS,5,17,513,10,7,30.2,NA,NA,NA,NA,0,1,0,0.2
,,,,,,,,,,,,,1,6,0.2,1.2
,,,,,,,,,,,,, ,,0,0.4
30-Sep,20,530,5,9,530,10,6,20.6,27.1,36.4,47.6,56.4,2,5,0.4,1
9=01,14,530,5,10,530,10,7,9.4,32.9,46.1,55.2,NA,1,4,0.2,0.8
9=02,8,530,5,11,530,10,10,14.2,18.2,26.7,38.1,38.2,3,5,0.6,1
9=09,2,530,5,16,530,10,8,44.3,53.5,58.2,NA,NA,0,3,0,0.6
9=09,20,530,5,16,530,10,8,10.3,32.6,44.3,56.8,NA,1,3,0.2,0.6
,,,,,,,,,,,,,7,20,1.4,4
,,,,,,,,,,,,, ,,0.6,3.36
30-Sep,19,530,5,9,OS,10,4,6.3,13.8,28.4,35.3,48.9,3,5,0.6,1
9=01,13,530,5,10,OS,10,5,8.7,16.5,26.4,33.9,NA,3,4,0.6,0.8
9=02,7,530,4,11,OS,9,6,7.5,8.2,9.8,10,18.2,5,5,1.25,1.25
9=09,1,530,5,16,OS,10,8,16.8,17,30.1,55.8,NA,2,4,0.4,0.8
9=09,19,530,5,16,OS,10,8,8.1,12.1,24.7,45.9,46.3,3,5,0.6,1
,,,,,,,,,,,,,16,23,3.45,4.85
,,,,,,,,,,,,, ,,2.8,4.8425
30-Sep,21,OS,5,5,530,10,6,15.2,29.9,52.1,NA,NA,2,3,0.4,0.6
9=01,15,OS,5,6,530,10,7,18,36.9,44.1,44.3,54.1,1,5,0.2,1
9=02,9,OS,5,7,530,10,10,25.3,37.4,47.8,53.8,NA,1,4,0.2,0.8
9=09,3,OS,5,8,530,10,8,44,NA,NA,NA,NA,0,1,0,0.2
9=09,21,OS,5,8,530,10,8,26.4,NA,NA,NA,NA,1,1,0.2,0.2
,,,,,,,,,,,,,5,14,1,2.8
,,,,,,,,,,,,, ,,0.3,2.08
9504,29,531,5,10,531,10,8,39.1,52.5,NA,NA,NA,0,2,0,0.4
9509,5,531,5,13,531,10,11,35,NA,NA,NA,NA,0,1,0,0.2
9514,17,531,5,16,531,10,14,NA,NA,NA,NA,NA,0,0,0,0
9519,17,531,5,20,531,10,17,NA,NA,NA,NA,NA,0,0,0,0
9820,17,531,5,9,531,10,10,NA,NA,NA,NA,NA,0,0,0,0
,,,,,,,,,,,,,0,3,0,0.6
,,,,,,,,,,,,, ,,0,0.2
9504,28,531,5,10,OS,10,16,9.3,13,49.8,59.3,NA,2,4,0.4,0.8
9509,4,531,5,13,OS,10,7,7.8,14.5,25.3,56.4,NA,3,4,0.6,0.8
9514,16,531,5,16,OS,10,6,11.8,NA,NA,NA,NA,1,1,0.2,0.2
